country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,21-06-2020,-4,-10,102,-7,12,1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,22-06-2020,1,-9,45,-24,-35,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,23-06-2020,4,-1,80,-17,-34,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,24-06-2020,-6,-4,64,-20,-29,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,25-06-2020,-2,-2,69,-19,-31,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,26-06-2020,-12,-6,49,-21,-31,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,27-06-2020,-15,-7,68,-10,4,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,28-06-2020,-1,-10,82,-9,14,1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,29-06-2020,6,-5,44,-23,-32,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,30-06-2020,6,-3,57,-20,-30,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,01-07-2020,-3,-8,29,-25,-33,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,02-07-2020,3,-4,56,-21,-35,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,03-07-2020,-5,-6,87,-20,-34,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,04-07-2020,-12,-10,97,-7,2,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,05-07-2020,-1,-10,100,-7,7,1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,06-07-2020,6,-6,85,-24,-40,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,07-07-2020,8,-3,123,-18,-38,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,08-07-2020,-7,-10,39,-30,-36,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,09-07-2020,1,-7,91,-22,-37,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,10-07-2020,-8,-6,80,-24,-37,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,11-07-2020,-15,-12,142,-1,4,1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,12-07-2020,13,-5,203,11,11,-2
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,13-07-2020,7,-5,157,-19,-42,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,14-07-2020,4,-4,114,-25,-42,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,15-07-2020,-3,-10,111,-23,-37,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,16-07-2020,-3,-8,74,-30,-41,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,17-07-2020,-10,-8,125,-23,-40,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,18-07-2020,-20,-13,188,-2,1,1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,19-07-2020,7,-4,242,8,9,-2
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,20-07-2020,16,7,205,-26,-57,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,21-07-2020,-32,-56,,-33,-74,14
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,22-07-2020,-2,-2,180,-22,-43,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,23-07-2020,-1,-5,188,-22,-45,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,24-07-2020,-15,-6,130,-26,-44,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,25-07-2020,-23,-14,139,-11,-2,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,26-07-2020,-7,-11,150,-4,6,1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,27-07-2020,-1,-6,160,-27,-48,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,28-07-2020,-2,-5,175,-26,-46,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,29-07-2020,-9,-11,165,-25,-44,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,30-07-2020,-4,-3,173,-25,-47,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,31-07-2020,-21,-9,145,-28,-46,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,01-08-2020,-23,-13,153,-10,-2,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,02-08-2020,10,-5,183,2,8,0
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,03-08-2020,6,-5,133,-28,-47,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,04-08-2020,8,-2,191,-23,-45,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,05-08-2020,-3,-8,172,-23,-43,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,06-08-2020,-1,-4,168,-25,-45,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,07-08-2020,-16,-8,146,-27,-45,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,08-08-2020,-27,-15,159,-13,-5,4
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,09-08-2020,-7,-5,162,-6,4,1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,10-08-2020,1,-5,143,-28,-46,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,11-08-2020,0,-5,167,-28,-45,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,12-08-2020,-8,-11,136,-28,-42,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,13-08-2020,-3,-6,138,-27,-44,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,14-08-2020,-6,2,128,-25,-43,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,15-08-2020,-48,-55,164,-17,-21,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,16-08-2020,3,2,168,-2,5,1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,17-08-2020,13,2,135,-25,-46,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,18-08-2020,4,-5,,-25,-40,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,19-08-2020,-3,-11,128,-23,-38,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,20-08-2020,-3,-11,137,-25,-41,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,21-08-2020,-12,-11,120,-25,-39,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,22-08-2020,-17,-16,139,-9,-2,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,23-08-2020,-4,-11,122,-9,4,1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,24-08-2020,4,-7,87,-28,-40,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,25-08-2020,5,-5,104,-25,-38,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,26-08-2020,-4,-11,69,-26,-35,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,27-08-2020,4,-7,103,-21,-36,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,28-08-2020,-4,-5,72,-24,-35,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,29-08-2020,-9,-9,84,-9,0,2
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,30-08-2020,-2,-11,87,-9,5,1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,31-08-2020,16,2,48,-23,-38,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,01-09-2020,10,2,71,-15,-35,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,02-09-2020,2,-3,70,-11,-30,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,03-09-2020,-1,-4,54,-11,-32,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,04-09-2020,-7,-7,72,-9,-30,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,05-09-2020,-9,-9,91,-9,-1,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,06-09-2020,8,-5,142,1,4,0
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,07-09-2020,4,-2,81,-7,-33,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,08-09-2020,1,-2,91,-5,-32,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,09-09-2020,-2,-5,79,-5,-28,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,10-09-2020,-2,-5,94,-5,-30,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,11-09-2020,-5,-6,109,-3,-28,2
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,12-09-2020,-9,-7,146,0,1,0
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,13-09-2020,11,-3,201,9,6,-3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,14-09-2020,1,-4,107,-2,-25,2
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,15-09-2020,-3,-4,115,-2,-24,2
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,16-09-2020,-5,-7,92,-1,-23,2
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,17-09-2020,-4,-8,87,-4,-25,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,18-09-2020,-8,-8,102,-2,-23,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,19-09-2020,-14,-10,138,-3,-1,1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,20-09-2020,6,-6,168,8,4,-1
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,21-09-2020,-4,-7,80,-5,-25,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,22-09-2020,-6,-7,87,-3,-23,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,23-09-2020,-9,-6,49,-4,-19,4
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,24-09-2020,-10,-7,37,-8,-21,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,25-09-2020,-15,-8,26,-12,-21,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,26-09-2020,-18,-10,26,-23,-4,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,27-09-2020,-14,-15,46,-18,-1,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,28-09-2020,-12,-10,2,-22,-23,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,29-09-2020,-4,-1,36,-7,-18,4
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,30-09-2020,-4,-2,29,-4,-17,4
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,01-10-2020,-7,-2,11,-7,-16,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,02-10-2020,-8,-2,20,-6,-16,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,03-10-2020,-7,-3,31,-11,-3,3
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,04-10-2020,-4,-12,37,-12,0,2
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,05-10-2020,-8,-6,6,-7,-19,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,06-10-2020,-9,-5,15,-7,-17,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,07-10-2020,-7,-3,17,-6,-15,4
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,08-10-2020,-10,-5,11,-9,-16,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,09-10-2020,-12,-5,25,-10,-17,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,10-10-2020,-13,-7,52,-15,-4,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,11-10-2020,-15,-13,49,-19,-4,4
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,12-10-2020,-11,-6,17,-12,-20,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,13-10-2020,-12,-6,18,-12,-19,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,14-10-2020,-13,-6,12,-10,-17,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,15-10-2020,-15,-6,7,-11,-18,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,16-10-2020,-18,-5,14,-12,-19,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,17-10-2020,-18,-7,39,-16,-7,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,18-10-2020,-13,-16,50,-18,-6,5
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,19-10-2020,-27,-8,20,-16,-25,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,20-10-2020,-29,-6,8,-19,-25,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,21-10-2020,-29,-6,9,-18,-24,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,22-10-2020,-30,-5,11,-18,-26,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,23-10-2020,-36,-4,3,-20,-27,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,24-10-2020,-39,-8,20,-29,-18,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,25-10-2020,-47,-15,-2,-35,-21,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,26-10-2020,-29,-9,5,-26,-30,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,27-10-2020,-27,-5,5,-26,-31,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,28-10-2020,-30,-7,-7,-37,-38,14
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,29-10-2020,-24,0,-16,-39,-41,15
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,30-10-2020,-28,3,-8,-37,-41,17
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,31-10-2020,-27,-3,53,-22,-18,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,01-11-2020,-40,-18,9,-38,-22,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,02-11-2020,-53,-22,4,-54,-60,21
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,03-11-2020,-50,-14,34,-48,-53,18
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,04-11-2020,-51,-18,34,-46,-50,17
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,05-11-2020,-48,-12,44,-45,-52,19
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,06-11-2020,-52,-13,43,-46,-52,21
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,07-11-2020,-57,-19,91,-33,-27,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,08-11-2020,-48,-22,81,-33,-24,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,09-11-2020,-44,-16,32,-45,-49,17
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,10-11-2020,-42,-2,17,-45,-49,17
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,11-11-2020,-69,-59,63,-56,-77,24
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,12-11-2020,-43,-1,15,-43,-46,17
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,13-11-2020,-50,-9,1,-45,-45,20
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,14-11-2020,-55,-14,56,-34,-22,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,15-11-2020,-56,-21,3,-42,-24,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,16-11-2020,-45,-15,-17,-36,-31,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,17-11-2020,-44,-12,1,-31,-30,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,18-11-2020,-44,-14,30,-28,-29,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,19-11-2020,-46,-12,-13,-33,-30,14
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,20-11-2020,-48,-9,-3,-32,-29,16
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,21-11-2020,-54,-14,22,-37,-21,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,22-11-2020,-55,-21,2,-41,-22,9
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,23-11-2020,-42,-14,-2,-32,-29,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,24-11-2020,-41,-9,13,-30,-29,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,25-11-2020,-43,-12,6,-30,-27,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,26-11-2020,-42,-9,3,-30,-28,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,27-11-2020,-44,-5,1,-30,-28,15
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,28-11-2020,-49,-11,49,-29,-18,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,29-11-2020,-50,-16,27,-34,-19,8
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,30-11-2020,-40,-12,-11,-33,-29,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,01-12-2020,-22,-1,-12,-30,-27,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,02-12-2020,-24,-1,-6,-26,-25,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,03-12-2020,-25,1,-14,-28,-26,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,04-12-2020,-29,3,-8,-28,-26,14
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,05-12-2020,-34,-4,9,-28,-14,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,06-12-2020,-41,-14,18,-35,-16,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,07-12-2020,-21,-6,-10,-29,-28,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,08-12-2020,-22,-3,2,-27,-25,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,09-12-2020,-27,-6,-6,-28,-25,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,10-12-2020,-28,-4,-4,-28,-26,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,11-12-2020,-35,-4,-22,-31,-26,14
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,12-12-2020,-36,-6,-7,-30,-15,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,13-12-2020,-36,-11,32,-31,-16,7
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,14-12-2020,-22,-6,-13,-30,-28,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,15-12-2020,-21,-1,-6,-29,-27,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,16-12-2020,-22,-1,-2,-27,-27,11
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,17-12-2020,-20,3,-1,-26,-28,12
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,18-12-2020,-27,2,7,-26,-27,13
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,19-12-2020,-35,-4,6,-27,-14,10
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,20-12-2020,-22,7,47,-24,-11,6
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,21-12-2020,-10,9,-13,-42,-52,15
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,22-12-2020,-6,23,4,-40,-52,15
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,23-12-2020,-13,30,-15,-41,-51,14
BE,Belgium,Wallonia,,,BE-WAL,,ChIJlzHhZWvxwUcRQIBML6uZAAE,24-12-2020,-21,18,-23,-49,-62,17
